table,column
order_paymenteventquantity,event_id
order_paymenteventquantity,line_id
order_paymenteventtype,id
order_paymenteventtype,name
order_paymenteventtype,code
order_shippingaddress,id
order_shippingaddress,title
order_shippingaddress,first_name
order_shippingaddress,last_name
order_shippingaddress,line1
order_shippingaddress,line2
order_shippingaddress,line3
order_shippingaddress,line4
order_shippingaddress,state
order_shippingaddress,postcode
order_shippingaddress,search_text
order_shippingaddress,phone_number
order_shippingaddress,notes
order_shippingaddress,country_id
order_shippingevent,id
order_shippingevent,notes
order_shippingevent,date_created
order_shippingevent,event_type_id
order_shippingevent,order_id
order_shippingeventquantity,id
order_shippingeventquantity,quantity
order_shippingeventquantity,event_id
order_shippingeventquantity,line_id
order_shippingeventtype,id
order_shippingeventtype,name
order_shippingeventtype,code
order_surcharge,id
order_surcharge,name
order_surcharge,code
order_surcharge,incl_tax
order_surcharge,excl_tax
order_surcharge,order_id
partner_partner,id
partner_partner,code
partner_partner,name
partner_partner,short_code
partner_partner_users,id
partner_partner_users,partner_id
partner_partner_users,user_id
partner_partneraddress,id
partner_partneraddress,title
partner_partneraddress,first_name
partner_partneraddress,last_name
partner_partneraddress,line1
partner_partneraddress,line2
partner_partneraddress,line3
partner_partneraddress,line4
partner_partneraddress,state
partner_partneraddress,postcode
partner_partneraddress,search_text
partner_partneraddress,country_id
partner_partneraddress,partner_id
partner_stockalert,id
partner_stockalert,threshold
partner_stockalert,status
partner_stockalert,date_created
partner_stockalert,stockrecord_id
partner_stockrecord,id
partner_stockrecord,partner_sku
partner_stockrecord,price_currency
partner_stockrecord,date_created
partner_stockrecord,date_updated
partner_stockrecord,partner_id
partner_stockrecord,product_id
payment_bankcard,id
payment_bankcard,card_type
payment_bankcard,name
payment_bankcard,number
payment_bankcard,expiry_date
payment_bankcard,partner_reference
payment_bankcard,user_id
payment_enterprisecontractmetadata,id
payment_enterprisecontractmetadata,created
payment_enterprisecontractmetadata,modified
payment_enterprisecontractmetadata,discount_type
payment_paymentprocessorresponse,id
payment_paymentprocessorresponse,processor_name
payment_paymentprocessorresponse,response
payment_paymentprocessorresponse,created
payment_paypalprocessorconfiguration,id
payment_paypalprocessorconfiguration,retry_attempts
payment_paypalwebprofile,id
payment_paypalwebprofile,name
payment_sdncheckfailure,id
payment_sdncheckfailure,created
payment_sdncheckfailure,modified
payment_sdncheckfailure,full_name
payment_sdncheckfailure,username
payment_sdncheckfailure,country
payment_sdncheckfailure,sdn_check_response
payment_sdncheckfailure,city
payment_sdncheckfailure_products,id
payment_sdncheckfailure_products,sdncheckfailure_id
payment_sdncheckfailure_products,product_id
payment_sdnfallbackdata,id
payment_sdnfallbackdata,source
payment_sdnfallbackdata,sdn_type
payment_sdnfallbackdata,names
payment_sdnfallbackdata,addresses
payment_sdnfallbackdata,countries
payment_sdnfallbackdata,sdn_fallback_metadata_id
payment_sdnfallbackmetadata,id
payment_sdnfallbackmetadata,created
payment_sdnfallbackmetadata,modified
payment_sdnfallbackmetadata,file_checksum
payment_sdnfallbackmetadata,download_timestamp
payment_sdnfallbackmetadata,import_state
payment_source,id
payment_source,currency
payment_source,amount_allocated
payment_source,amount_debited
payment_source,amount_refunded
payment_source,reference
payment_source,label
payment_source,order_id
payment_source,source_type_id
payment_sourcetype,id
payment_sourcetype,name
payment_sourcetype,code
payment_transaction,id
payment_transaction,txn_type
payment_transaction,amount
payment_transaction,reference
payment_transaction,status
payment_transaction,date_created
payment_transaction,source_id
referrals_referral,id
referrals_referral,created
referrals_referral,modified
referrals_referral,affiliate_id
referrals_referral,utm_campaign
referrals_referral,utm_content
referrals_referral,utm_medium
referrals_referral,utm_source
referrals_referral,utm_term
refund_refund,id
refund_refund,created
refund_refund,modified
refund_refund,total_credit_excl_tax
